token,count
"""{CBM-+}RRRRRRRRRRRRR{CBM-+}",1
"""{CBM-+}ladeprogramm:{CBM-+}",1
"""{CBM-+}stefan reusch{CBM-+}",1
953,1
"""{home}{rvs_on}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""",1
"""{clr}{rvs_on}{down}{down}""",1
"""drehen""",1
"""ende!""",1
"""o=""",1
"""{down}eine Landschaft durch-{down}quert: 100 P.",1
"""{down}{down}ein Vogel:  25 P.""",1
"""{down}{down}eine Kugel: 20 P.""",1
"""{down}{down}am Ziel:    50*Kraft.""",1
"""{down}{down}(Die Kraft wird oben  {down}angezeigt)""",1
"""{down}er wird von Voegeln   {down}attackiert!""",1
"""{down}Immer oefter fallen   {down}Kugeln auf Pingi und""",1
"""{down}rutschen (Das Spiel   {down}ist verloren.)""",1
"""{down}{down}Bewegung:""",1
"""{down}Joystick links/rechts {down}und ducken.""",1
"""{clr}Fire - Spring:""",1
"""{down}Eisberge zu seinem    {down}Jungen steuern. (von  {down}links nch rechts.)",1
7302,1
7334,1
7366,1
7342,1
7398,1
"""pingi2""",1
"""{clr}Sollten Sie ihn aber  {down}auf unebenen Grund    {down}steuern, wird er aus-""",1
"""{clr}PUNKTE:""",1
"""{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}""",1
"""befehl falsch""",1
8144,1
"""{down}{down}such den schluessel""",1
"""{black}{rvs_on}           """,1
 car crash,1
 by georg foltin,1
 laenge: 4.2k,1
"""{yellow}'####$""",1
"""{up}###$  %##&  '""",1
"""%########""",1
"""{up}##$""",1
"""{yellow}%######""",1
"""$%""",1
"""{purple}""",1
"""{down}Je nach Knueppelstel- {down}ung hoch oder flach.""",1
"""{down}{down}ACHTUNG !""",1
"""{down}{down} - Taste oder FIRE -""",1
7399,1
7303,1
7406,1
7407,1
7335,1
7367,1
"""  %##########$""",1
"""&   '##""",1
"""   %########&",1
"""e = ewige bestenl.""",1
50400,1
7480,1
"""karte""",1
"""car-crash2""",1
"""{clr}{down}{down}poke44,32:poke8182,0:new""",1
 cord kielhorn,1
   &,1
 georg foltin,1
6416,1
6240,1
"""{rvs_on}{red}{up}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-M}""",1
"""du bist auf dem""",1
"""$",1
"""######################",1
purpur,1
green,1
blue,1
"""{yellow}""",1
yellow,1
down,1
up,1
cyan,1
 *cursorzeichen:*,1
rvs,1
rvsoff,1
white,1
right,1
"""   %""",1
"""pingi""",1
"""{down}{down}fein... ihr """,1
"""{down}macht sich auf knopf- {down}druck auf den weg.""",1
"""{rvs_on} hohoho... sie haben  {down}in dieser runde klaeg-{down}lich versagt!""",1
"""{rvs_on}{purple}{down}dennoch erreichten sie""",1
"""punkte.""",1
8052,1
"""    '""",1
"""&",1
"""%######&",1
"""%####$""",1
"""'##&""",1
"""{home}{rvs_on}{white}sehen sie nur,wie sich{down}ihr soehnchen freut !""",1
"""   %####&""",1
"""    '##&""",1
home,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{purple}{rvs_on}{right}{right}lmn{right}{right}opq{right}{right}rst{right}{right}uvw""",1
"""{right}{right}{rvs_on}""",1
853,1
"""{home}{green}{down}{down}{down}{down}""",1
2130,1
7789,1
"""$  {cyan}({yellow}     %##",1
8033,1
"""{home}{rvs_on} """,1
2190,1
"""{down}{down}bevor sie starten, ge-{down}ben sie bitte ihrem""",1
"""{clr}{white}halt !!!""",1
2128,1
 landschaften,1
2070,1
"""{down}pingi einen namen !{down}""",1
"""{up}{purple}""",1
"""{green}{up}   %#########{rvs_on}{CBM-H}{right}{right}{CBM-N}{rvs_off}####{rvs_on}{CBM-H}",1
"""{cyan}{up}    '###&'##&    ####{rvs_on}{CBM-H}""",1
"""'###",1
"""{white}2{yellow}""",1
4020,1
"""{home}{rvs_on}{blue} *** {green}spiel vorbei{blue} ***      {purple}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{down}",1
"""{rvs_on}ziel des spieles ist, {down}nachwuchs zu versorgen{down}nicht baden zu gehen!""",1
"""{rvs_on}sie haben leider (hi, {down}hi) keine kraft mehr.""",1
"""dachboden""",1
"""{rvs_on}{red}{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-Q}""",1
"""{clr}{down}{down}{down}{red}du bist im garten     {down}du kannst nur durch   {down}die eingangstuer """,1
"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H """,1
"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H """,1
"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}H{CBM-K}""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}aktuelles{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}zeichen{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}:""",1
"""{rvs_on}SSSSSS  pingi  SSSSSS""",1
"""{down}{down}{down}{down}(c) by stefan reusch""",1
.005,1
"""{clr}{white}bestenliste:""",1
.03,1
"""{rvs_on}{white}     platz nr.""",1
"""{rvs_on}{purple}punkte:""",1
2180,1
2160,1
2150,1
"""{up}%#########""",1
"""####$ %##&""",1
8047,1
"""'##${right}%##""",1
"""{up}{blue}1111111111111{yellow}%########""",1
 *  pingi 2  *,1
"""{clr}{rvs_on}{purple}keine kraft mehr-puust",1
"""rasen2""",1
"""{blue}by{yellow} axel heisler{black}""",1
774,1
"""{red}r{right}{cyan}a {purple}s {green}e {yellow}n {white}m {purple}a {blue}e {green}h {cyan}e {red}r""",1
"""!!!!{rvs_on}achtung baum{rvs_off}""",1
"""{down} {rvs_on}high :""",1
"""!!!!{rvs_on}achtung hund{rvs_off}""",1
"""{down} {rvs_on}score:""",1
"""{down}{down}{down}{down}{rvs_on}    press any key""",1
"""{rvs_on}{CBM-H}{right}{right}{CBM-N}{rvs_off}####{rvs_on}{CBM-K}{green}""",1
"""{yellow}{up}""",1
"""{rvs_on}{CBM-H}{right}{right}{CBM-N}{rvs_off}####{rvs_on}{CBM-H}""",1
"""$   (  '##",1
7681,1
"""{clr}{white}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}{CBM-P}""",1
912,1
 invader-move,1
15239,1
 ufo,1
 ** anzeigetafel **,1
"""{home}01 {rvs_on}""",1
"""*+,""",1
 ** ton **,1
 ** zusammenstoss **,1
342,1
"""   {rvs_on}you win the game{down}{down}{down}""",1
"""  {rvs_on}you lost the game{down}{down}{down}""",1
""" {rvs_on}time :""",1
""". """,1
"""{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{down}""",1
"""{down} - taste druecken -""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}''''""",1
"""-./{rvs_on}""",1
"""()""",1
"""!!{rvs_on}achtung schlauch{rvs_off}""",1
"""!!!!{rvs_on}achtung stein{rvs_off}""",1
854,1
15936,1
"""licht""",1
"""luft=0""",1
"""ra""",1
"""wand gerammt""",1
4601,1
38393,1
e6,1
"""{clr}{green}highscore: """,1
 spielerschuss weiterbewegen,1
"""{home}{rvs_on}{down}{right}        das        """,1
"""{right}{rvs_on}zerbrochene schwert""",1
"""erscheint der schlues {down}sel, ohne den man den """,1
"""gesammelt worden sind """,1
"""{down}{yellow}wenn genuegend punkte """,1
"""{CBM-Q} inde alle teile des {down}zerbrochenen schwerts """,1
"""{down}{down}{white}UI""",1
"""{rvs_on}     {CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{down}{down}{down}""",1
 ** spielstandanzeige **,1
"""{clr}{down}{rvs_on}     rasenmaeher""",1
"""{black}{clr}{down}{rvs_on}     rasenmaeher""",1
"""{rvs_on}     {CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}{CBM-Y}""",1
"""{rvs_on}{down}{down}{down}   enter level(1-9)""",1
***rasenmaeher***,1
*by axel heisler*,1
286,1
"""des schwertes.""",1
"""{down}{down}{down}{down}{yellow}mit dem schluessel er {down}haelt  man  ein  teil """,1
"""{clr}{rvs_on}{white}{CBM-A}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-S}""",1
"""{clr}{cyan}@@@@@@@@@@{green}c{cyan}@@@@@@@@@@@@                    @""",1
"""{cyan}@{white}                    {cyan}@""",1
.62,1
"""      {rvs_on}{red}{CBM-Z}K""",1
"""      {rvs_on}JI{white}chwert""",1
"""      {rvs_on}U{CBM-S}""",1
"""{clr}{rvs_on}{cyan}   das zerbrochene    {red}""",1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{CBM-B}{CBM-B}{CBM-B}{CBM-B}""",1
"""zerbrochene2""",1
"""{clr}{down}{down}poke44,30:poke7680,0""",1
"""{cyan}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}        taste""",1
*   m. liebe  *,1
* (c) 1984 by *,1
839,1
851,1
"""{down}{down}{down}   {cyan}e{yellow}mmmmm{rvs_on}monster""",1
"""{down}   {purple}b{yellow}mmmmm{rvs_on}schluessel""",1
"""{down}   {white}c{yellow}mmmmm{rvs_on}tuer""",1
"""{down}{down}{down}{down}   {rvs_on}{white}f1 = joystick""",1
"""{down}   {rvs_on}{cyan}f3 = tastatur""",1
1210,1
"""@{white}                    {black}@@{white} {black}@@@@@@@@@@@@@@@@@@{white} {black}@""",1
"""@{white}                    {black}@@@@@@@@@@@@@@@@@@@@@@@{white}""",1
"""{clr}{black}@@@@@@@@@@{white}c{black}@@@@@@@@@@@""",1
"""@@@@@@@@@@@@@@@@@@@@@@""",1
"""@{white}                    {cyan}@""",1
"""@ @@@@@@@@@@@@@@@@@@ @""",1
"""{clr}{rvs_on}{red}{CBM-A}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-S}""",1
"""jeweiligen raum nicht {down}verlassen kann.""",1
"""{home}         {down}{down}gh{down}{left}{left}ij""",1
"""{down}{down}{down}{rvs_on}{green}du hast alle teile des{down}schwerts gefunden !!!""",1
3876,1
"""{down}{down}{down}{down}{down}        {rvs_on}{cyan}space""",1
7.5,1
15103,1
 tastaturabfrage,1
14853,1
15339,1
 anzahl basen,1
37955,1
15794,1
 bodenblinken,1
15848,1
 invaderblinken,1
14526,1
5127,1
15752,1
 neuer boden,1
15841,1
 boden im chr-ram,1
15669,1
 basisblinken,1
832,1
"""{clr}{cyan}eeeeeeeeee{white}c{cyan}eeeeeeeeeee""",1
960,1
940,1
4138,1
""" minuten""",1
"""{down}{down}{rvs_on}score:""",1
"""slalom2""",1
"""{down}{down}{down}{rvs_on}{white}zeit: """,1
"""{clr}{yellow}@@@@@@@@@@@@@@@@@@@@@@""",1
"""{rvs_on}{green}score =""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{green}                      """,1
"""{down}{down}{down}{down}{yellow}{rvs_off}@{rvs_on}space{rvs_off}@@@@@@@@@@@@@@@@{home}""",1
4106,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}score =""",1
38392,1
"""{cyan}e{yellow}aaaaaaaaaaaaaaaaaaaa{cyan}eeeeeeeeeeeeeeeeeeeeeee""",1
"""{cyan}e{yellow}aaaaaaaaaaaaaaaaaaaa{cyan}ee{yellow}a{cyan}eeeeeeeeeeeeeeeeee{yellow}a{cyan}e{yellow}""",1
864,1
863,1
862,1
"""    score: 000000""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{green}@@@@@@@@@@@@@@@@@@@@@""",1
5122,1
5121,1
16194,1
1340,1
1390,1
 bugfix (rms),1
783,1
"""{clr}{black} bitte 7 sek. warten""",1
* vc-20 grundversion *,1
4119,1
38272,1
4480,1
sh1,1
455,1
374,1
"""{clr}{cyan}@@@@@@@@@@{white}c{cyan}@@@@@@@@@@@""",1
"""{cyan}@{yellow}aaaaaaaaaaaaaaaaaaaa{cyan}@@{yellow}a{cyan}@@@@@@@@@@@@@@@@@@{yellow}a{cyan}@{yellow}""",1
"""{cyan}@{yellow}aaaaaaaaaaaaaaaaaaaa{cyan}@@@@@@@@@@@@@@@@@@@@@@@""",1
"""{down}    score:""",1
"""{red}{down}highscore:""",1
"""{blue}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}oder{left}{left}{left}{left}{left}{left}{down}joystick""",1
1160,1
 invaderschuss initialisieren und weiterbewegen,1
15740,1
 himmelblinken,1
 blaue farbe,1
16018,1
4136,1
14916,1
bodenblinkanzahl,1
14812,1
 bodenblinkgeschwindigkeit,1
15806,1
 himmelblinkanzahl,1
"""{home}{black}score:""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{cyan}punkte""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{yellow}L{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{SHIFT-@}""",1
"""{yellow}{home}{down}{down}{down}{rvs_on}     {CBM-*}{SHIFT-POUND}     """,1
"""{home}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{yellow}O{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}P""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{yellow}{CBM-G}      {CBM-M}""",1
"""{blue}{right}{rvs_on}          {cyan}""",1
"""{home}{yellow}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{CBM-*}{down}{left}{rvs_on}{SHIFT-POUND}{rvs_off}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{SHIFT-POUND}{rvs_on}{down}{left}{CBM-*}""",1
"""{rvs_on}{cyan}{right}          """,1
"""{rvs_on}     {rvs_off}{SHIFT-POUND}{CBM-*}{rvs_on}     """,1
*stefan isbrecht*,1
*written 1984 by*,1
*  double-mam   *,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{red}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}{CBM-+}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{black}{right}b-o-n-u-s--l-e-b-e-n""",1
"""{black}{down}{down}level:(0-9){home}""",1
16203,1
16202,1
16201,1
16200,1
 invadergeschwindigkeit,1
"""#${rvs_off}  {rvs_on}%&'{rvs_off}  {rvs_on}()*{rvs_off}  {rvs_on}+,-",1
rektur,1
517,1
522,1
501,1
"""{blue}{rvs_on} {CBM-O} {down}{left}{left}{left} {red}W{blue} {down}{down}{left}{left}{left} {CBM-I} """,1
"""{red}{down}{down}steuerung:{up} u{down}{left}{left}h j{down}{left}{left}n""",1
"""{blue}{down}alle 15000 punkte     ein bonusleeen.""",1
"""{green}{down}versuchen sie viele   von den {blue}&{green} zu pressen, bitte nicht von den {red}'{green}.""",1
"""{clr}% # $ double-man % # $ & ' ============ ' &""",1
"""#:""",1
"""{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND}  {CBM-*}{rvs_off}{CBM-@}{CBM-O}""",1
"""{CBM-O}{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND}  {CBM-*}{rvs_off}{CBM-@}""",1
"""{CBM-@}{CBM-O}{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND}  {CBM-*}{rvs_off}""",1
"""{rvs_on}{CBM-*}{rvs_off}{CBM-@}{CBM-O}{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND}  """,1
"""{purple}{right}{rvs_on}          """,1
"""{rvs_on} {rvs_off}          {rvs_on} """,1
"""{clr}{red}{up}  p l a n e t o i d   """,1
16193,1
16192,1
16191,1
16190,1
himmelblinkgeschwindigkeit,1
16196,1
16195,1
16199,1
16204,1
"""O {down}{left}{left} """,1
"""{purple} {down}{left}{SHIFT-@}{left}{left} """,1
"""{purple} {down}{left}L """,1
.001,1
.01,1
"""{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND}  {CBM-*}{rvs_off}{CBM-@}{CBM-O}{CBM-I}{CBM-P}""",1
"""{home}{cyan}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""",1
355,1
335,1
345,1
"""{purple} P{down}{left} """,1
"""{rvs_on}  {CBM-*}{rvs_off}{CBM-@}{CBM-O}{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND}""",1
"""{rvs_on}{SHIFT-POUND}  {CBM-*}{rvs_off}{CBM-@}{CBM-O}{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}""",1
"""{rvs_on}{CBM-*}{SHIFT-POUND}  {CBM-*}{rvs_off}{CBM-@}{CBM-O}{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}""",1
"""{rvs_on} {CBM-*}{rvs_off}{CBM-@}{CBM-O}{CBM-I}{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND} """,1
"""{CBM-P}{rvs_on}{SHIFT-POUND}{CBM-*}{SHIFT-POUND}  {CBM-*}{rvs_off}{CBM-@}{CBM-O}{CBM-I}""",1
15430,1
15429,1
15351,1
15516,1
15515,1
15514,1
15513,1
265,1
"""{down}   f1-taste druecken{down}""",1
"""{blue}    zum spielbeginn""",1
"""{down}{down}{down}   {white}p l a n e t o i d{down}    {cyan}p.eckbauer software{down}{down}{down}{down}""",1
"""{down}  ihre punktzahl""",1
"""{down}{blue} hoechstpunktzahl""",1
"""{down}{down}{down}{down}{purple}    spielende!""",1
"""{purple}UI{down}{left}{left}{SHIFT--}{SHIFT--}{down}{left}{left}JK""",1
"""{purple}{home}{down}{down}{down}{down}""",1
"""{rvs_on}{purple}geluescht wird, indem du mit dem wagen in   {rvs_off}""",1
"""{white}der spieler uebernimmtim einer kleinen ort-""",1
"""schaft die aufgaben   der feuerwehr.es gilt""",1
"""innerhalb kuerzester  zeit {rvs_on}10{rvs_off} braende zu""",1
"""zu loeschen.""",1
305,1
"""strom    {left}{left}{left}{left}""",1
285,1
schussk,1
 invaderblinkkanzahl,1
15031,1
6511,1
"""inv-game""",1
"""{clr}load""",1
15431,1
15432,1
""" {rvs_on} {rvs_off}   {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on} {rvs_off}""",1
"""  {rvs_on}     {rvs_off} {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}  {rvs_off}""",1
"""{red} {rvs_on}   {rvs_off} {rvs_on}   {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}   {rvs_off} {rvs_on}   {rvs_off}""",1
"""  {rvs_on}  {rvs_off} {rvs_on}  {rvs_off} {rvs_on}   {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}""",1
"""{down}{down}{yellow}{rvs_on}ein spiel von ellen   und martin bormann    {rvs_off}""",1
"""(c) 1984""",1
"""f-5 = spielerklaerung""",1
"""{down}{down}f-7 = zum daten lesen""",1
"""{rvs_on}{white} die daten werden nun  eingelesen{rvs_off}""",1
"""{rvs_on}{white}{down} bitte etwas geduld{rvs_off}""",1
"""feuerwehr2""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{rvs_on}""",1
5335,1
"""{white}achte auf strassen-   sperren und fahr vor  sichtig.""",1
"""{down}taste druecken""",1
"""{up}{rvs_on}den brandherd faehrst!{rvs_off}""",1
* e.+ m.bormann *,1
* wohldenbergstr*,1
*    +  19      *,1
* 3201 holle 7  *,1
""" {green}bbb{black}niiipl{blue}c{black}j  j{red}d{black}ripmo""",1
"""  {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}  {rvs_off}  {rvs_on}   {rvs_off} {rvs_on}   {rvs_off}""",1
"""  {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}""",1
"""  {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on}   {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}   {rvs_off}""",1
16197,1
16198,1
"""inv-gfx""",1
8157,1
6147,1
""" {rvs_on} {rvs_off}   {rvs_on}   {rvs_off} {rvs_on}   {rvs_off} {rvs_on}   {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}""",1
""" {rvs_on} {rvs_off}   {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}   {rvs_on}  {rvs_off}""",1
""" {rvs_on}  {rvs_off}  {rvs_on}  {rvs_off}  {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}  {rvs_off}  {rvs_on}   {rvs_off}""",1
"""{rvs_on}{up}schliessenden beratungzurueck.einen augen-  {rvs_off}""",1
"""{up}{rvs_on}{black}moeglich, dich weiter zu finanzieren. a d e {rvs_off}""",1
"""{rvs_on}{red}neuer loescheinsatz         (j/n)?          {rvs_off}""",1
"""{rvs_on}vererauch:{rvs_off}""",1
"""{rvs_on}unfaelle:{rvs_off}""",1
"""{rvs_on}zeit:{rvs_off}""",1
"""{green}h   bbbbb{black}riqiis{blue}c{black}j{green}b{red}d{black}j{green}h""",1
"""{rvs_on}du hast dich in heldenfaeter weise einge-   {rvs_off}""",1
"""{rvs_on}{red}...wirst du befoerdertzum {blue}brandmeister{red}!!!!{rvs_off}""",1
"""{clr}{rvs_on}{red}{right}{right}{right}{down}{down}{down}{down}{down}{down}feuer geldescht!!{rvs_off}""",1
"""{rvs_on}{black}zeit:{rvs_off}""",1
"""   {green}hhhh""",1
"""   {black}ffff{green}bbhhb    hhhhh""",1
"""{green}h{red}tu    {green}b{black}kiil{blue}eee{green}b{black}kimil""",1
"""{black}fwwil{green}bhh{black}j{green}b{blue}d{black}riil j{green}h{black}j{red}e{black}j""",1
* ein spiel von *,1
"""{up}{rvs_on}putzputz{rvs_off}""",1
"""{rvs_on}{purple}...wirst du degradiertzum loescheimer putzen{rvs_off}""",1
"""{up}{rvs_on}gefahren bist.kennst  du dein dorf nicht??? {rvs_off}""",1
"""{up}{rvs_on}leider reicht es nichtzum brandmeister,weil {rvs_off}""",1
"""{down}{blue}...wirst du befoerdertzum {red}loeschzugfuehrer{blue}  {rvs_off}""",1
"""{up}{rvs_on}du nicht die kuerzes- ten wege zum brandherd{rvs_off}""",1
"""{rvs_on}{black}der oberste feuerwehr-rat zieht sich zur ab-{rvs_off}""",1
"""{down}{red}@@@@@@@@@@eevvvvvvvvvv""",1
38519,1
7799,1
"""{black}{home}{right}{right}{right}{right}{right}""",1
"""{rvs_on}{black}..wirst du entlassen. bei ceiner hohen an-  {rvs_off}""",1
"""{up}{rvs_on}{black}zahl von unfaellen istes der gemeinde nicht {rvs_off}""",1
"""{rvs_on}{purple}aufgrund deiner beson-deren verdienste......{rvs_off}""",1
"""{rvs_on}{black}b e u r t e i l u n g {rvs_off}""",1
"""{rvs_on}{up}blick geould bitte    {rvs_off}""",1
8124,1
38880,1
7903,1
38609,1
7889,1
38632,1
7912,1
38801,1
8081,1
38569,1
"""{red}@@@@@@@@@@@{black}vvvvvvvvvvv""",1
"""{up}{rvs_on}im inwendienst!!      {rvs_off}""",1
"""{up}{rvs_on}ten.eu bleibst bis aufweiteres feuerwehrmann{rvs_off}""",1
"""{rvs_on}{blue}...wirst du zur erneu-ten fahrpruefung gebe-{rvs_off}""",1
"""{up}{rvs_on}setzt.sei weiterhin   ein leuchtendeg ver-  {rvs_off}""",1
"""{up}{rvs_on}bild und trink nicht  mehr soviel.prost!!!!!{rvs_off}""",1
"""{black}fjfffj{green}e {blue}e{black}jfj {red}d{green}h{red}d{black}nimis""",1
"""{green}h{black}j{green}b{green}hb{black}kipil{green}b{black}j{yellow}c{black}niis{blue}e{yellow}c{blue}e{black}j""",1
"""{black}fko{yellow}c {green}be{black}j{red}eee{black}jdj{green}bb{black}riiis""",1
"""{green}b {black}jdniimipiqimo{red}c{black}j{blue}c{red}e{purple}e{black}j""",1
""" {black}fkis{green}bbba{black}j{green}b{black}j{yellow}c{black}fjdriipl""",1
"""{black}f{green}bbb{black}kiiiis{red}e{black}j{red}d{green}b{black}risfcjf""",1
"""{green}h{black}j   j {green}b{black}j{green} e{black}j{green}b{red}dd{green}h{green}b{black}j{green}bh{black}j""",1
"""{black}fj {green}h{blue}e{black}j{blue}e {black}j{blue}e {black}jf{blue}cc{black}ffj{green}b{black}fj""",1
38615,1
7895,1
"""  {black}e{red}e{purple}ee{green}f{blue}e{yellow}e{black}f{blue}e{black}nio{blue}ee{green}ee{purple}e{yellow}c""",1
38623,1
"""{green}h{black}nil{yellow}c{black}j {green}b{black}riis{yellow}cc{black}j{green}hhh{black}j {red}d""",1
38629,1
7909,1
38844,1
"""{green}b{black}j{green}b{black}f j {green}b{black}riiqiimiis{red}e {black}j""",1
"""{black}f{purple}ee{black}nipiio{green}b {black}j kpiiio{red}d{green}c""",1
7853,1
"""{home}{rvs_on}{purple}loescheinsatz beendet!{rvs_off}""",1
"""{rvs_on}{black}deine zeit:{rvs_off}""",1
"""{down}{rvs_on}{black}energieverbrauch:{rvs_off}""",1
"""{down}{rvs_on}{red}enfaelle:{rvs_off}""",1
8067,1
38792,1
38721,1
38744,1
